OrderID,CustomerID,FoodItemID,FoodItemName,Quantity,OrderDate,OrderTime,Total_ItemsPrice
2113,478,176,Cheesy Kheer,2,23-Feb-26,11:29:31 PM,100
2114,478,410,Cheesy Platter,2,13-Apr-26,9:54:22 AM,100
2115,479,147,Mexican Naan,1,15-Feb-26,5:24:17 PM,120
2116,479,231,Special Pizza,3,19-Mar-26,5:17:18 PM,120
2117,479,265,Schezwan Curry,1,23-Mar-26,9:58:32 AM,250
2118,479,190,Deluxe Pasta,4,14-Jan-26,12:11:20 PM,240
2119,480,219,Smoky Dosa,4,07-Apr-26,9:45:27 AM,280
2120,480,424,Hyderabadi Kebab,3,07-Mar-26,12:20:10 PM,150
2121,480,345,North Indian Vada,2,01-Feb-26,5:34:12 AM,640
2122,480,285,Smoky Vada,3,24-Jan-26,2:48:40 AM,450
2123,480,249,North Indian Burger,4,22-Jan-26,11:56:38 PM,1280
2124,480,240,Schezwan Tikka,1,08-Mar-26,10:50:31 AM,250
2125,481,400,Special Manchurian,1,31-Mar-26,2:25:53 PM,60
2126,481,294,Special Roti,1,28-Feb-26,5:25:27 PM,320
2127,481,204,Cheesy Noodles,4,25-Jan-26,1:44:12 PM,160
2128,481,337,Crispy Burger,2,23-Jan-26,4:36:36 PM,80
2129,482,390,Sweet Soup,1,17-Jan-26,7:55:40 PM,90
2130,482,442,Mexican Platter,2,15-Jan-26,7:51:13 AM,180
2131,482,277,Special Kheer,4,26-Apr-26,9:47:52 AM,1520
2132,483,389,Spicy Roll,3,09-Jan-26,8:31:30 PM,120
2133,483,178,Sweet Biryani,4,21-Jan-26,9:33:44 PM,720
2134,483,309,Crispy Halwa,2,30-Jan-26,3:49:40 AM,460
2135,484,415,North Indian IceCream,3,26-Mar-26,1:43:38 PM,150
2136,484,336,Punjabi Salad,2,23-Feb-26,7:27:34 PM,100
2137,484,347,Tandoori Halwa,4,20-Jan-26,2:24:12 PM,360
2138,485,411,North Indian Kebab,3,26-Jan-26,9:51:19 AM,180
2139,485,245,Mexican Kebab,2,27-Jan-26,12:43:55 PM,180
2140,485,191,BBQ Burger,2,13-Mar-26,10:40:19 PM,360
2141,485,345,North Indian Vada,4,21-Jan-26,7:38:10 AM,1280
2142,486,194,Cheesy IceCream,4,02-Apr-26,10:23:36 PM,1280
2143,486,191,BBQ Burger,2,19-Jan-26,4:28:19 AM,360
2144,486,427,Tandoori Idly,1,16-Feb-26,6:36:57 AM,250
2145,487,340,Hot Kheer,4,26-Jan-26,5:48:15 AM,280
2146,487,309,Crispy Halwa,1,07-Mar-26,10:22:47 AM,230
2147,487,157,Special Tikka,2,26-Mar-26,5:41:18 AM,100
2148,487,195,Baked IceCream,3,18-Mar-26,12:19:45 PM,450
2149,487,355,Punjabi Burger,3,18-Jan-26,11:41:29 AM,150
2150,487,172,Mexican IceCream,4,02-Jan-26,6:52:40 PM,600
2151,488,149,Cheesy Dosa,1,20-Mar-26,11:35:14 PM,250
2152,488,384,Deluxe Kebab,1,08-Apr-26,6:34:57 PM,380
2153,488,163,Special Pasta,1,17-Jan-26,4:30:19 AM,180
2154,488,252,Hot Salad,2,09-Mar-26,5:38:29 PM,360
2155,488,188,Mexican Pizza,3,27-Mar-26,10:44:48 AM,960
2156,488,242,Punjabi Platter,4,01-Mar-26,6:25:32 AM,480
2157,489,193,North Indian Roti,4,12-Mar-26,2:28:28 AM,240
2158,489,195,Baked IceCream,1,31-Jan-26,11:38:33 PM,150
2159,489,443,Sweet Vada,4,13-Jan-26,3:54:27 PM,480
2160,489,252,Hot Salad,1,17-Apr-26,4:54:20 AM,180
2161,490,446,Sweet Idly,1,14-Apr-26,6:15:27 PM,150
2162,490,158,Hyderabadi Burger,2,07-Jan-26,10:43:47 AM,80
2163,490,416,Smoky Tikka,2,17-Mar-26,1:21:34 PM,120
2164,490,389,Spicy Roll,1,03-Mar-26,9:16:19 AM,40
2165,490,409,Baked Noodles,2,14-Mar-26,9:52:54 PM,500
2166,491,277,Special Kheer,2,08-Feb-26,4:16:34 AM,760
2167,491,200,Smoky Fried Rice,4,16-Jan-26,1:17:19 AM,1000
2168,491,149,Cheesy Dosa,2,18-Jan-26,1:30:20 AM,500
2169,491,309,Crispy Halwa,3,20-Mar-26,12:35:18 AM,690
2170,491,447,Special Halwa,4,28-Mar-26,10:30:15 AM,360
2171,491,174,Mexican Tikka,4,06-Mar-26,10:56:45 PM,200
2172,492,248,Hyderabadi Fried Rice,1,14-Jan-26,3:43:55 AM,320
2173,492,107,Special Noodles,1,13-Apr-26,5:24:51 PM,40
2174,492,250,Spicy IceCream,1,27-Mar-26,9:30:55 AM,90
2175,492,397,Special Soup,1,23-Feb-26,3:11:18 AM,320
2176,492,303,Crispy Platter,1,11-Feb-26,1:37:45 PM,120
2177,493,413,Sweet Halwa,3,19-Apr-26,8:49:21 PM,750
2178,493,337,Crispy Burger,3,12-Mar-26,12:29:50 PM,120
2179,493,162,Garlic Tikka,2,21-Apr-26,6:18:26 PM,80
2180,493,154,Schezwan Vada,3,20-Jan-26,5:16:51 AM,210
2181,494,414,Cheesy Burger,1,11-Jan-26,1:43:47 AM,320
2182,494,355,Punjabi Burger,2,20-Feb-26,9:24:45 PM,100
2183,494,180,Schezwan Burger,1,18-Jan-26,1:14:10 AM,150
2184,494,409,Baked Noodles,3,02-Feb-26,3:42:54 AM,750
2185,495,184,Deluxe Noodles,4,28-Feb-26,10:42:29 AM,280
2186,495,201,South Indian Kebab,1,29-Jan-26,5:29:42 PM,90
2187,495,325,Cheesy Roll,2,19-Apr-26,10:24:55 PM,360
2188,495,144,North Indian Pasta,1,02-Jan-26,1:51:32 AM,250
2189,495,274,Tandoori Pizza,3,18-Mar-26,7:46:49 PM,120
2190,496,132,Baked Pizza,1,25-Feb-26,2:18:46 AM,120
2191,496,182,Garlic IceCream,1,20-Mar-26,2:46:19 AM,70
2192,496,412,Crispy Kebab,2,10-Mar-26,8:18:59 PM,80
2193,496,336,Punjabi Salad,1,17-Jan-26,1:13:16 AM,50
2194,497,212,Spicy Halwa,3,07-Apr-26,1:53:31 PM,1140
2195,497,372,Crispy Biryani,4,19-Feb-26,12:21:40 PM,1520
2196,497,148,Deluxe Soup,2,01-Feb-26,12:56:56 AM,760
2197,498,300,Sweet Salad,4,18-Feb-26,3:10:10 PM,240
2198,498,448,North Indian Idly,1,25-Apr-26,1:45:58 AM,120
2199,498,232,Deluxe Curry,1,03-Feb-26,10:36:40 AM,50
2200,498,385,Special Roll,2,30-Apr-26,9:55:20 AM,180
2201,498,338,Schezwan Platter,3,21-Feb-26,2:43:43 PM,450
2202,499,102,Hyderabadi IceCream,3,05-Apr-26,6:38:56 AM,150
2203,499,280,Tandoori Platter,1,12-Apr-26,5:39:34 PM,40
2204,499,358,Hot Tikka,1,24-Jan-26,2:49:21 AM,70
2205,500,282,South Indian Tikka,3,02-Mar-26,6:43:47 PM,360
2206,500,431,South Indian Noodles,2,03-Feb-26,10:51:38 PM,100
2207,500,297,Smoky Halwa,3,28-Jan-26,8:16:37 PM,210
2208,501,299,Garlic Idly,3,04-Feb-26,9:55:53 AM,690
2209,501,150,Baked Curry,2,06-Feb-26,11:52:53 AM,140
2210,501,135,North Indian Manchurian,4,02-Feb-26,7:18:45 AM,920
2211,501,118,Sweet Platter,4,08-Apr-26,12:50:41 AM,280
2212,502,195,Baked IceCream,2,19-Mar-26,7:17:22 PM,300
2213,502,176,Cheesy Kheer,2,11-Mar-26,9:17:39 AM,100
2214,502,113,Special Salad,2,13-Jan-26,7:57:33 AM,180
2215,502,416,Smoky Tikka,1,18-Mar-26,11:35:53 PM,60
2216,502,287,Mexican Roti,2,13-Mar-26,9:53:33 AM,240
2217,503,331,Deluxe Biryani,2,12-Jan-26,3:17:17 PM,300
2218,503,249,North Indian Burger,3,20-Mar-26,10:14:14 PM,960
2219,503,441,Schezwan Kebab,1,15-Apr-26,6:46:30 AM,60
2220,503,330,South Indian Platter,3,21-Jan-26,11:30:17 AM,150
2221,503,119,Mexican Noodles,3,15-Feb-26,11:59:54 AM,270
2222,504,330,South Indian Platter,1,01-Mar-26,10:51:53 AM,50
2223,504,397,Special Soup,3,19-Feb-26,7:53:58 AM,960
2224,504,392,Baked Platter,1,15-Mar-26,1:39:29 PM,120
2225,504,403,South Indian Manchurian,2,05-Feb-26,6:44:36 AM,300
2226,504,199,Deluxe Roll,1,22-Mar-26,3:42:14 AM,180
2227,504,362,Crispy Noodles,4,12-Apr-26,11:46:14 AM,240
2228,505,305,Schezwan Pasta,3,13-Mar-26,8:13:34 PM,450
2229,505,339,Hyderabadi Platter,2,21-Mar-26,8:52:36 PM,120
2230,505,370,BBQ Halwa,1,13-Mar-26,10:39:27 PM,120
2231,505,343,Hot Manchurian,3,18-Feb-26,8:56:19 PM,270
2232,505,323,Garlic Soup,1,21-Feb-26,5:27:38 AM,60
2233,506,335,Crispy Naan,1,03-Feb-26,12:10:49 PM,90
2234,506,174,Mexican Tikka,3,07-Feb-26,9:16:23 PM,150
2235,506,354,Spicy Roti,1,20-Jan-26,1:28:51 PM,120
2236,507,241,Schezwan Biryani,3,08-Jan-26,2:27:53 PM,690
2237,507,337,Crispy Burger,1,08-Apr-26,10:13:36 PM,40
2238,507,380,North Indian Curry,2,24-Feb-26,8:50:33 PM,460
2239,507,271,Spicy Curry,4,19-Mar-26,4:14:20 AM,360
2240,507,260,Cheesy Idly,4,20-Mar-26,11:42:30 AM,600
2241,507,218,Hot Dosa,3,02-Jan-26,5:38:30 PM,750
2242,508,304,Baked Halwa,1,02-Feb-26,6:25:28 AM,60
2243,508,171,Baked Kheer,3,08-Apr-26,1:50:43 AM,540
2244,508,176,Cheesy Kheer,4,08-Apr-26,2:45:58 PM,200
2245,508,251,BBQ Tikka,2,06-Jan-26,8:32:24 AM,460
2246,508,391,Garlic Naan,3,09-Jan-26,11:18:32 AM,960
2247,509,305,Schezwan Pasta,2,11-Apr-26,3:48:25 AM,300
2248,509,121,North Indian Kheer,2,02-Jan-26,11:31:29 AM,360
2249,509,239,Hyderabadi Dosa,4,26-Mar-26,7:22:43 PM,200
2250,509,269,Mexican Manchurian,4,14-Feb-26,3:39:55 PM,1520
2251,509,237,Hyderabadi Pizza,4,08-Feb-26,10:22:21 PM,1000
2252,510,292,Schezwan IceCream,1,30-Mar-26,8:29:10 PM,320
2253,510,107,Special Noodles,2,27-Mar-26,2:48:24 AM,80
2254,510,424,Hyderabadi Kebab,4,18-Apr-26,10:59:24 PM,200
2255,510,412,Crispy Kebab,3,16-Feb-26,5:22:17 PM,120
2256,510,134,BBQ Platter,2,07-Jan-26,6:42:19 AM,100
2257,511,197,Sweet Curry,1,04-Jan-26,2:18:52 AM,320
2258,511,357,Tandoori Noodles,1,25-Mar-26,2:22:53 AM,60
2259,511,173,Deluxe Platter,1,11-Mar-26,10:51:54 AM,50
2260,511,247,Hyderabadi Halwa,2,01-Jan-26,9:18:14 PM,300
2261,512,312,North Indian Fried Rice,3,19-Mar-26,12:53:41 AM,180
2262,512,364,Deluxe Vada,1,09-Apr-26,4:38:35 PM,50
2263,512,402,Crispy Pizza,1,11-Apr-26,2:22:50 PM,90
2264,512,222,Baked Roti,4,14-Feb-26,2:46:15 PM,200
2265,513,444,Schezwan Kheer,4,01-Feb-26,3:42:12 AM,1280
2266,513,167,Deluxe Burger,3,14-Mar-26,7:52:51 AM,150
2267,513,261,Crispy IceCream,1,23-Mar-26,9:25:10 PM,320
2268,514,159,Crispy Vada,4,21-Feb-26,11:37:41 PM,920
2269,514,129,Hyderabadi Vada,1,22-Apr-26,5:48:26 PM,60
2270,514,430,Cheesy Pasta,3,17-Feb-26,9:30:47 AM,150
2271,515,215,Garlic Noodles,1,28-Mar-26,9:24:19 AM,230
2272,515,182,Garlic IceCream,3,23-Apr-26,9:26:45 PM,210
2273,515,254,Punjabi Noodles,2,14-Mar-26,4:15:49 AM,500
2274,515,321,Cheesy Vada,3,06-Mar-26,9:35:46 PM,540
2275,515,435,Crispy Tikka,4,02-Jan-26,3:11:24 PM,160
2276,516,336,Punjabi Salad,4,30-Apr-26,10:12:21 PM,200
2277,516,299,Garlic Idly,1,27-Mar-26,8:49:30 PM,230
2278,516,383,Mexican Salad,1,05-Mar-26,2:54:23 AM,230
2279,516,329,Smoky Naan,3,14-Feb-26,4:41:32 PM,180
2280,517,420,Hot Pasta,2,31-Mar-26,9:28:40 PM,360
2281,517,168,Hot Roti,1,08-Apr-26,10:27:44 PM,90
2282,517,157,Special Tikka,1,04-Mar-26,2:19:39 AM,50
2283,517,405,Hyderabadi Salad,1,08-Mar-26,2:53:17 AM,120
2284,517,239,Hyderabadi Dosa,4,13-Jan-26,9:21:49 PM,200
2285,518,220,Spicy Naan,2,13-Apr-26,5:57:58 AM,760
2286,518,384,Deluxe Kebab,1,20-Feb-26,5:51:28 PM,380
2287,518,319,Baked Dosa,2,04-Jan-26,8:17:15 PM,300
2288,519,160,Garlic Halwa,2,26-Mar-26,10:37:40 PM,300
2289,519,170,Tandoori Naan,3,17-Jan-26,4:14:18 AM,750
2290,519,428,Sweet IceCream,2,25-Jan-26,4:11:24 AM,360
2291,519,218,Hot Dosa,4,12-Jan-26,1:24:23 AM,1000
2292,519,409,Baked Noodles,4,12-Mar-26,7:58:27 PM,1000
2293,519,288,Smoky Noodles,3,09-Apr-26,9:19:54 AM,210
2294,520,441,Schezwan Kebab,4,03-Jan-26,4:29:14 AM,240
2295,520,354,Spicy Roti,2,22-Mar-26,10:21:18 PM,240
2296,520,436,South Indian Idly,2,10-Jan-26,4:59:32 AM,460
2297,520,307,Mexican Burger,4,11-Apr-26,12:51:55 PM,600
2298,520,372,Crispy Biryani,1,04-Mar-26,3:23:43 PM,380
2299,520,133,Cheesy Curry,3,25-Feb-26,8:52:58 PM,270
2300,521,156,Tandoori Dosa,2,22-Apr-26,6:29:32 PM,760
2301,521,132,Baked Pizza,4,26-Apr-26,11:37:33 PM,480
2302,521,145,BBQ Idly,3,31-Jan-26,3:28:19 AM,750
2303,521,415,North Indian IceCream,2,02-Feb-26,12:51:13 PM,100
2304,522,254,Punjabi Noodles,3,12-Jan-26,12:13:57 AM,750
2305,522,249,North Indian Burger,3,31-Jan-26,8:59:52 AM,960
2306,522,231,Special Pizza,1,10-Apr-26,11:28:12 AM,40
2307,522,273,South Indian Salad,1,14-Jan-26,12:51:56 PM,50
2308,522,419,Hyderabadi Idly,3,17-Feb-26,5:45:37 AM,120
2309,522,356,Punjabi Fried Rice,2,24-Apr-26,6:58:51 PM,80
2310,523,363,Cheesy Kebab,2,06-Mar-26,2:32:20 PM,120
2311,523,255,Sweet Pizza,3,29-Jan-26,5:58:29 PM,270
2312,523,141,Punjabi Idly,1,30-Apr-26,9:49:49 AM,320
2313,524,144,North Indian Pasta,1,07-Apr-26,9:25:25 PM,250
2314,524,347,Tandoori Halwa,3,24-Feb-26,1:13:47 PM,270
2315,524,221,Hot Roll,3,11-Apr-26,8:23:26 AM,120
2316,524,326,Hyderabadi Biryani,2,16-Mar-26,2:51:16 PM,240
2317,525,229,Hot Curry,4,14-Apr-26,7:55:56 AM,1520
2318,525,413,Sweet Halwa,1,27-Jan-26,2:32:24 AM,250
2319,525,325,Cheesy Roll,2,12-Jan-26,4:34:53 AM,360
2320,526,422,Tandoori Biryani,1,07-Apr-26,10:38:59 AM,250
2321,526,188,Mexican Pizza,2,14-Jan-26,10:30:33 AM,640
2322,526,329,Smoky Naan,1,03-Feb-26,3:59:37 PM,60
2323,526,323,Garlic Soup,2,20-Mar-26,2:16:42 PM,120
2324,527,360,Tandoori Pasta,1,11-Apr-26,7:43:16 PM,180
2325,527,282,South Indian Tikka,4,18-Feb-26,2:45:56 AM,480
2326,527,102,Hyderabadi IceCream,4,07-Jan-26,1:29:38 PM,200
2327,528,393,BBQ Dosa,1,19-Mar-26,8:47:16 AM,60
2328,528,282,South Indian Tikka,3,17-Mar-26,8:31:43 AM,360
2329,528,362,Crispy Noodles,2,15-Mar-26,6:20:33 PM,120
2330,528,173,Deluxe Platter,2,04-Apr-26,1:28:10 PM,100
2331,528,419,Hyderabadi Idly,1,01-Jan-26,11:41:30 AM,40
2332,528,225,North Indian Dosa,3,14-Mar-26,7:27:46 AM,960
2333,529,150,Baked Curry,1,20-Feb-26,12:47:46 PM,70
2334,529,218,Hot Dosa,1,02-Feb-26,7:58:32 AM,250
2335,529,128,Mexican Fried Rice,1,25-Mar-26,2:55:48 AM,230
2336,529,219,Smoky Dosa,2,07-Feb-26,4:32:21 AM,140
2337,530,387,Tandoori Kheer,3,15-Apr-26,1:51:40 PM,180
2338,530,118,Sweet Platter,3,28-Mar-26,10:48:57 AM,210
2339,530,375,Cheesy Pizza,4,11-Jan-26,11:20:33 PM,480
2340,530,133,Cheesy Curry,3,15-Mar-26,8:42:10 PM,270
2341,530,248,Hyderabadi Fried Rice,1,27-Jan-26,3:50:55 PM,320
2342,530,412,Crispy Kebab,4,07-Mar-26,4:23:36 AM,160
2343,531,285,Smoky Vada,3,11-Feb-26,7:50:32 AM,450
2344,531,333,Punjabi Roti,4,11-Apr-26,2:51:47 AM,200
2345,531,398,Hot Pizza,4,26-Jan-26,2:51:38 PM,1000
2346,531,306,Smoky Kebab,3,17-Feb-26,1:40:53 PM,1140
2347,531,272,South Indian Pasta,1,11-Feb-26,11:55:33 PM,230
2348,532,385,Special Roll,2,05-Feb-26,3:56:25 AM,180
2349,532,117,Hyderabadi Noodles,2,25-Mar-26,1:30:30 AM,300
2350,532,440,South Indian Roti,4,22-Jan-26,10:53:23 PM,200
2351,533,325,Cheesy Roll,1,15-Apr-26,2:14:56 AM,180
2352,533,328,Hyderabadi Naan,4,14-Apr-26,1:26:45 AM,600
2353,533,123,Baked Tikka,3,16-Feb-26,10:44:38 AM,540
2354,533,412,Crispy Kebab,1,04-Feb-26,9:31:46 PM,40
2355,533,105,Garlic Kebab,1,11-Jan-26,1:17:50 AM,380
2356,533,331,Deluxe Biryani,2,10-Apr-26,10:10:37 AM,300
2357,534,389,Spicy Roll,1,26-Feb-26,11:19:59 PM,40
2358,534,175,South Indian Roll,4,02-Apr-26,6:17:44 AM,200
2359,534,246,North Indian Naan,1,09-Mar-26,1:37:47 PM,180
2360,535,292,Schezwan IceCream,4,07-Feb-26,6:24:18 PM,1280
2361,535,172,Mexican IceCream,2,06-Mar-26,7:13:38 PM,300
2362,535,250,Spicy IceCream,3,25-Mar-26,1:58:57 PM,270
2363,535,281,Special Platter,2,26-Feb-26,3:45:12 PM,120
2364,535,356,Punjabi Fried Rice,3,26-Apr-26,9:38:50 PM,120
2365,535,312,North Indian Fried Rice,1,03-Mar-26,7:36:54 AM,60
2366,536,185,BBQ Roll,2,25-Feb-26,3:53:32 AM,640
2367,536,222,Baked Roti,1,27-Feb-26,12:17:42 PM,50
2368,536,338,Schezwan Platter,4,18-Feb-26,4:18:34 PM,600
2369,536,250,Spicy IceCream,2,28-Jan-26,8:51:10 AM,180
2370,536,204,Cheesy Noodles,2,22-Feb-26,2:35:24 AM,80
2371,536,175,South Indian Roll,4,24-Mar-26,12:28:28 PM,200
2372,537,228,Spicy Soup,2,25-Jan-26,9:43:54 PM,500
2373,537,323,Garlic Soup,1,27-Jan-26,10:10:59 AM,60
2374,537,170,Tandoori Naan,4,23-Mar-26,9:18:30 AM,1000
2375,538,347,Tandoori Halwa,3,19-Jan-26,10:32:45 PM,270
2376,538,253,Hyderabadi Kheer,1,16-Mar-26,4:29:54 AM,60
2377,538,408,Spicy Manchurian,4,10-Mar-26,3:56:48 AM,720
2378,538,252,Hot Salad,4,06-Mar-26,10:39:41 PM,720
2379,538,134,BBQ Platter,2,06-Feb-26,9:24:19 PM,100
2380,539,172,Mexican IceCream,2,25-Apr-26,4:27:28 PM,300
2381,539,332,Tandoori Fried Rice,2,01-Apr-26,5:31:16 AM,100
2382,539,249,North Indian Burger,3,30-Apr-26,8:49:38 PM,960
2383,539,147,Mexican Naan,2,22-Mar-26,6:39:10 PM,240
2384,539,135,North Indian Manchurian,3,17-Mar-26,12:38:21 AM,690
2385,540,392,Baked Platter,2,26-Apr-26,10:20:20 AM,240
2386,540,115,Special Vada,3,10-Mar-26,5:18:58 AM,150
2387,540,418,Deluxe Fried Rice,1,04-Apr-26,9:36:57 PM,70
2388,541,408,Spicy Manchurian,1,26-Apr-26,3:34:49 AM,180
2389,541,179,Hyderabadi Tikka,3,09-Apr-26,10:25:57 PM,270
2390,541,223,Sweet Burger,4,04-Mar-26,10:42:51 PM,720
2391,542,438,Hot Vada,1,17-Mar-26,8:58:21 AM,50
2392,542,450,Schezwan Manchurian,4,14-Feb-26,12:28:25 PM,920
2393,542,447,Special Halwa,4,27-Mar-26,8:33:58 AM,360
2394,542,156,Tandoori Dosa,1,03-Apr-26,3:46:30 PM,380
2395,542,423,Special Naan,4,28-Feb-26,9:30:38 AM,1520
2396,542,261,Crispy IceCream,3,15-Mar-26,5:26:33 AM,960
2397,543,295,Smoky Manchurian,1,12-Jan-26,10:25:29 PM,40
2398,543,147,Mexican Naan,3,27-Apr-26,10:50:23 PM,360
2399,543,342,Smoky Biryani,4,16-Feb-26,11:26:56 PM,1280
2400,543,338,Schezwan Platter,3,02-Feb-26,4:45:30 PM,450
2401,543,257,Sweet Roti,1,09-Feb-26,11:37:42 AM,250
2402,544,399,Crispy Fried Rice,1,26-Mar-26,4:45:41 PM,90
2403,544,266,Tandoori Manchurian,1,09-Apr-26,2:59:43 PM,250
2404,544,183,Punjabi Kebab,1,25-Feb-26,2:35:16 PM,40
2405,544,311,Schezwan Pizza,3,16-Feb-26,6:44:44 PM,540
2406,545,210,Garlic Roti,4,08-Feb-26,5:17:36 AM,200
2407,545,443,Sweet Vada,4,19-Apr-26,11:27:25 AM,480
2408,545,408,Spicy Manchurian,4,24-Apr-26,12:20:58 PM,720
2409,545,174,Mexican Tikka,4,16-Apr-26,6:21:26 AM,200
2410,546,179,Hyderabadi Tikka,2,02-Feb-26,8:53:27 AM,180
2411,546,304,Baked Halwa,4,27-Jan-26,7:35:44 PM,240
2412,546,447,Special Halwa,2,20-Feb-26,6:46:39 PM,180
2413,546,322,Schezwan Roll,1,16-Feb-26,12:10:38 PM,320
2414,546,172,Mexican IceCream,1,06-Jan-26,10:42:54 PM,150
2415,546,214,Punjabi Naan,1,23-Jan-26,9:34:38 PM,120
2416,547,288,Smoky Noodles,2,19-Apr-26,2:42:58 AM,140
2417,547,418,Deluxe Fried Rice,3,06-Jan-26,9:43:55 AM,210
2418,547,180,Schezwan Burger,3,23-Mar-26,12:44:46 PM,450
2419,548,413,Sweet Halwa,4,19-Apr-26,2:56:46 PM,1000
2420,548,389,Spicy Roll,4,10-Mar-26,9:18:52 AM,160
2421,548,330,South Indian Platter,1,13-Mar-26,10:46:41 PM,50
2422,548,167,Deluxe Burger,1,22-Feb-26,10:33:29 PM,50
2423,549,107,Special Noodles,4,23-Feb-26,5:19:41 PM,160
2424,549,429,Cheesy Biryani,4,28-Jan-26,7:31:14 AM,1520
2425,549,421,Hyderabadi Soup,1,22-Jan-26,1:22:40 PM,60
2426,549,206,Cheesy Soup,2,08-Jan-26,9:35:21 AM,120
2427,549,414,Cheesy Burger,3,01-Mar-26,6:54:17 PM,960
2428,549,339,Hyderabadi Platter,2,24-Jan-26,6:23:26 PM,120
2429,550,424,Hyderabadi Kebab,1,31-Jan-26,12:24:20 AM,50
2430,550,175,South Indian Roll,1,03-Feb-26,2:53:41 AM,50
2431,550,268,Punjabi Halwa,4,23-Jan-26,6:52:40 PM,720
2432,550,108,Sweet Kheer,3,11-Feb-26,3:25:33 PM,180
2433,550,148,Deluxe Soup,4,07-Feb-26,12:45:48 AM,1520
2434,550,138,Baked Fried Rice,4,21-Feb-26,7:12:41 AM,360
2435,551,447,Special Halwa,1,22-Mar-26,2:35:38 AM,90
2436,551,137,Garlic Fried Rice,4,24-Feb-26,10:43:45 AM,1280
2437,551,277,Special Kheer,1,27-Mar-26,9:20:26 AM,380
2438,551,241,Schezwan Biryani,2,17-Jan-26,7:35:57 PM,460
2439,551,334,Spicy Fried Rice,3,04-Mar-26,9:10:59 AM,120
2440,552,219,Smoky Dosa,4,10-Jan-26,8:28:42 PM,280
2441,552,155,Crispy Roll,1,07-Jan-26,6:24:33 PM,180
2442,552,355,Punjabi Burger,4,24-Mar-26,12:13:45 PM,200
2443,552,390,Sweet Soup,3,30-Mar-26,9:33:39 PM,270
2444,552,394,Spicy Dosa,4,12-Apr-26,10:40:59 AM,480
2445,552,279,Mexican Dosa,4,18-Mar-26,9:34:25 PM,200
2446,553,378,BBQ Pizza,3,26-Jan-26,5:47:43 AM,750
2447,553,180,Schezwan Burger,2,28-Apr-26,9:48:44 AM,300
2448,553,264,BBQ Fried Rice,1,27-Apr-26,6:35:22 AM,90
2449,553,218,Hot Dosa,2,03-Mar-26,2:56:48 PM,500
2450,553,412,Crispy Kebab,4,25-Apr-26,7:34:16 AM,160
2451,553,440,South Indian Roti,2,30-Apr-26,3:23:54 AM,100
2452,554,221,Hot Roll,4,04-Feb-26,9:38:27 AM,160
2453,554,330,South Indian Platter,2,21-Apr-26,5:10:22 PM,100
2454,554,362,Crispy Noodles,2,28-Apr-26,3:12:35 PM,120
2455,554,202,Spicy Idly,3,04-Mar-26,8:27:45 PM,450
2456,555,397,Special Soup,1,07-Feb-26,6:31:38 PM,320
2457,555,364,Deluxe Vada,3,13-Apr-26,2:43:27 AM,150
2458,555,142,Spicy Burger,1,28-Apr-26,7:52:29 PM,50
2459,555,377,Schezwan Halwa,3,29-Apr-26,12:20:48 AM,120
2460,555,318,Mexican Kheer,4,16-Apr-26,7:39:15 PM,240
2461,555,146,South Indian Curry,4,26-Mar-26,2:18:47 PM,480
2462,556,184,Deluxe Noodles,4,30-Jan-26,6:50:59 PM,280
2463,556,376,North Indian Pizza,3,15-Apr-26,4:10:10 AM,150
2464,556,296,North Indian Halwa,4,27-Mar-26,9:29:30 AM,160
2465,556,428,Sweet IceCream,1,16-Jan-26,6:35:56 AM,180
2466,556,120,Garlic Curry,3,19-Mar-26,3:34:28 AM,270
2467,556,358,Hot Tikka,2,29-Apr-26,6:21:23 PM,140
2468,557,126,Punjabi Dosa,4,07-Jan-26,12:32:33 AM,1000
2469,557,348,Punjabi IceCream,3,19-Apr-26,7:50:20 PM,180
2470,557,293,Spicy Pasta,4,01-Jan-26,7:18:12 AM,1280
2471,558,447,Special Halwa,4,26-Apr-26,8:10:24 AM,360
2472,558,428,Sweet IceCream,3,16-Feb-26,1:30:26 PM,540
2473,558,106,Garlic Burger,3,12-Mar-26,4:41:14 AM,120
2474,558,390,Sweet Soup,3,07-Apr-26,2:32:25 AM,270
2475,558,266,Tandoori Manchurian,4,31-Jan-26,12:20:46 PM,1000
2476,558,187,Schezwan Noodles,1,24-Feb-26,5:45:36 PM,70
2477,559,336,Punjabi Salad,1,29-Mar-26,2:25:39 PM,50
2478,559,109,Special Curry,1,31-Mar-26,11:37:57 AM,50
2479,559,134,BBQ Platter,1,13-Jan-26,11:31:49 AM,50
2480,559,443,Sweet Vada,1,15-Apr-26,12:43:16 AM,120
2481,560,388,Hyderabadi Manchurian,3,23-Mar-26,11:30:59 PM,180
2482,560,265,Schezwan Curry,1,09-Jan-26,3:52:58 AM,250
2483,560,320,Crispy Kheer,4,12-Jan-26,2:34:50 PM,1280
2484,560,164,Garlic Salad,4,28-Jan-26,5:29:37 PM,480
2485,561,282,South Indian Tikka,3,20-Jan-26,9:47:11 PM,360
2486,561,267,North Indian Roll,2,30-Jan-26,6:30:39 AM,120
2487,561,209,Sweet Roll,3,25-Apr-26,7:53:49 PM,450
2488,561,112,BBQ Soup,4,11-Apr-26,11:50:26 AM,920
2489,561,195,Baked IceCream,4,27-Feb-26,9:23:57 PM,600
